"","Ensembl","Symbols","Entrez"
"ENSMUSG00000040502 - Marchf9","ENSMUSG00000040502","Marchf9","216438"
"ENSMUSG00000006728 - Cdk4","ENSMUSG00000006728","Cdk4","12567"
"ENSMUSG00000006736 - Tspan31","ENSMUSG00000006736","Tspan31","67125"
"ENSMUSG00000025422 - Agap2","ENSMUSG00000025422","Agap2","216439"
"ENSMUSG00000040462 - Os9","ENSMUSG00000040462","Os9","216440"
"ENSMUSG00000006731 - B4galnt1","ENSMUSG00000006731","B4galnt1","14421"
"ENSMUSG00000040441 - Slc26a10","ENSMUSG00000040441","Slc26a10","216441"
"ENSMUSG00000019467 - Arhgef25","ENSMUSG00000019467","Arhgef25","52666"
"ENSMUSG00000040415 - Dtx3","ENSMUSG00000040415","Dtx3","80904"
"ENSMUSG00000097331 - F420014N23Rik","ENSMUSG00000097331","F420014N23Rik","100038591"
"ENSMUSG00000025417 - Pip4k2c","ENSMUSG00000025417","Pip4k2c","117150"
"ENSMUSG00000074657 - Kif5a","ENSMUSG00000074657","Kif5a","16572"
"ENSMUSG00000025410 - Dctn2","ENSMUSG00000025410","Dctn2","69654"
"ENSMUSG00000025409 - Mbd6","ENSMUSG00000025409","Mbd6","110962"
"ENSMUSG00000025408 - Ddit3","ENSMUSG00000025408","Ddit3","13198"
"ENSMUSG00000040354 - Mars1","ENSMUSG00000040354","Mars1","216443"
"ENSMUSG00000040345 - Arhgap9","ENSMUSG00000040345","Arhgap9","216445"
"ENSMUSG00000025407 - Gli1","ENSMUSG00000025407","Gli1","14632"
"ENSMUSG00000025404 - R3hdm2","ENSMUSG00000025404","R3hdm2","71750"
"ENSMUSG00000040287 - Stac3","ENSMUSG00000040287","Stac3","237611"
"ENSMUSG00000040280 - Ndufa4l2","ENSMUSG00000040280","Ndufa4l2","407790"
"ENSMUSG00000025403 - Shmt2","ENSMUSG00000025403","Shmt2","108037"
"ENSMUSG00000040258 - Nxph4","ENSMUSG00000040258","Nxph4","104080"
"ENSMUSG00000040249 - Lrp1","ENSMUSG00000040249","Lrp1","16971"
"ENSMUSG00000002147 - Stat6","ENSMUSG00000002147","Stat6","20852"
"ENSMUSG00000025402 - Nab2","ENSMUSG00000025402","Nab2","17937"
"ENSMUSG00000040195 - 1700012D01Rik","ENSMUSG00000040195","1700012D01Rik","72243"
"ENSMUSG00000025401 - Myo1a","ENSMUSG00000025401","Myo1a","432516"
"ENSMUSG00000044617 - Zbtb39","ENSMUSG00000044617","Zbtb39","320080"
"ENSMUSG00000058396 - Gpr182","ENSMUSG00000058396","Gpr182","11536"
"ENSMUSG00000089789 - Rdh1","ENSMUSG00000089789","Rdh1","107605"
"ENSMUSG00000056148 - Rdh9","ENSMUSG00000056148","Rdh9","103142"
"ENSMUSG00000069456 - Rdh16","ENSMUSG00000069456","Rdh16","19683"
"ENSMUSG00000054052 - Rdh19","ENSMUSG00000054052","Rdh19","216453"
"ENSMUSG00000074639 - Rdh16f2","ENSMUSG00000074639","Rdh16f2","216454"
"ENSMUSG00000040134 - Rdh7","ENSMUSG00000040134","Rdh7","54150"
"ENSMUSG00000040127 - Sdr9c7","ENSMUSG00000040127","Sdr9c7","70061"
"ENSMUSG00000025395 - Prim1","ENSMUSG00000025395","Prim1","19075"
"ENSMUSG00000061315 - Naca","ENSMUSG00000061315","Naca","17938"
"ENSMUSG00000071072 - Ptges3","ENSMUSG00000071072","Ptges3","56351"
"ENSMUSG00000025393 - Atp5f1b","ENSMUSG00000025393","Atp5f1b","11947"
"ENSMUSG00000040054 - Baz2a","ENSMUSG00000040054","Baz2a","116848"
"ENSMUSG00000040043 - Rbms2","ENSMUSG00000040043","Rbms2","56516"
"ENSMUSG00000044005 - Gls2","ENSMUSG00000044005","Gls2","216456"
"ENSMUSG00000051346 - Spryd4","ENSMUSG00000051346","Spryd4","66701"
"ENSMUSG00000025389 - Mip","ENSMUSG00000025389","Mip","17339"
"ENSMUSG00000039994 - Timeless","ENSMUSG00000039994","Timeless","21853"
"ENSMUSG00000051716 - Apon","ENSMUSG00000051716","Apon","28194"
"ENSMUSG00000047631 - Apof","ENSMUSG00000047631","Apof","103161"
"ENSMUSG00000040033 - Stat2","ENSMUSG00000040033","Stat2","20847"
"ENSMUSG00000025383 - Il23a","ENSMUSG00000025383","Il23a","83430"
"ENSMUSG00000005682 - Pan2","ENSMUSG00000005682","Pan2","103135"
"ENSMUSG00000025381 - Cnpy2","ENSMUSG00000025381","Cnpy2","56530"
"ENSMUSG00000005683 - Cs","ENSMUSG00000005683","Cs","12974"
"ENSMUSG00000039914 - Coq10a","ENSMUSG00000039914","Coq10a","210582"
"ENSMUSG00000014498 - Ankrd52","ENSMUSG00000014498","Ankrd52","237615"
"ENSMUSG00000039878 - Slc39a5","ENSMUSG00000039878","Slc39a5","72002"
"ENSMUSG00000025374 - Nabp2","ENSMUSG00000025374","Nabp2","69917"
"ENSMUSG00000025373 - Rnf41","ENSMUSG00000025373","Rnf41","67588"
"ENSMUSG00000088151 - Gm26347","ENSMUSG00000088151","Gm26347","115487535"
"ENSMUSG00000098957 - Mir8105","ENSMUSG00000098957","Mir8105","102465894"
"ENSMUSG00000025369 - Smarcc2","ENSMUSG00000025369","Smarcc2","68094"
"ENSMUSG00000090841 - Myl6","ENSMUSG00000090841","Myl6","17904"
"ENSMUSG00000039824 - Myl6b","ENSMUSG00000039824","Myl6b","216459"
"ENSMUSG00000025366 - Esyt1","ENSMUSG00000025366","Esyt1","23943"
"ENSMUSG00000039810 - Zc3h10","ENSMUSG00000039810","Zc3h10","103284"
"ENSMUSG00000093674 - Rpl41","ENSMUSG00000093674","Rpl41","67945"
"ENSMUSG00000025364 - Pa2g4","ENSMUSG00000025364","Pa2g4","18813"
"ENSMUSG00000018166 - Erbb3","ENSMUSG00000018166","Erbb3","13867"
"ENSMUSG00000025362 - Rps26","ENSMUSG00000025362","Rps26","27370"
"ENSMUSG00000002578 - Ikzf4","ENSMUSG00000002578","Ikzf4","22781"
"ENSMUSG00000049858 - Suox","ENSMUSG00000049858","Suox","211389"
"ENSMUSG00000000711 - Rab5b","ENSMUSG00000000711","Rab5b","19344"
"ENSMUSG00000025358 - Cdk2","ENSMUSG00000025358","Cdk2","12566"
"ENSMUSG00000025359 - Pmel","ENSMUSG00000025359","Pmel","20431"
"ENSMUSG00000025357 - Dgka","ENSMUSG00000025357","Dgka","13139"
"ENSMUSG00000064030 - Pym1","ENSMUSG00000064030","Pym1","78428"
"ENSMUSG00000045055 - Rpsa-ps2","ENSMUSG00000045055","Rpsa-ps2","622655"
"ENSMUSG00000025355 - Mmp19","ENSMUSG00000025355","Mmp19","58223"
"ENSMUSG00000047090 - Tmem198b","ENSMUSG00000047090","Tmem198b","73827"
"ENSMUSG00000025354 - Dnajc14","ENSMUSG00000025354","Dnajc14","74330"
"ENSMUSG00000078427 - Sarnp","ENSMUSG00000078427","Sarnp","66118"
"ENSMUSG00000025353 - Ormdl2","ENSMUSG00000025353","Ormdl2","66844"
"ENSMUSG00000025352 - Gdf11","ENSMUSG00000025352","Gdf11","14561"
"ENSMUSG00000025351 - Cd63","ENSMUSG00000025351","Cd63","12512"
"ENSMUSG00000025350 - Rdh5","ENSMUSG00000025350","Rdh5","19682"
"ENSMUSG00000090247 - Bloc1s1","ENSMUSG00000090247","Bloc1s1","14533"
"ENSMUSG00000025348 - Itga7","ENSMUSG00000025348","Itga7","16404"
"ENSMUSG00000025347 - Tmt1b","ENSMUSG00000025347","Tmt1b","71664"
"ENSMUSG00000097691 - 9030616G12Rik","ENSMUSG00000097691","9030616G12Rik","77699"
"ENSMUSG00000094347 - Or6c208","ENSMUSG00000094347","Or6c208","258724"
"ENSMUSG00000096858 - Or6c212","ENSMUSG00000096858","Or6c212","258548"
"ENSMUSG00000034833 - Tespa1","ENSMUSG00000034833","Tespa1","67596"
"ENSMUSG00000005534 - Insr","ENSMUSG00000005534","Insr","16337"
"ENSMUSG00000109369 - Vmn2r-ps88","ENSMUSG00000109369","Vmn2r-ps88","209786"
"ENSMUSG00000004568 - Arhgef18","ENSMUSG00000004568","Arhgef18","102098"
"ENSMUSG00000069633 - Pex11g","ENSMUSG00000069633","Pex11g","69129"
"ENSMUSG00000040340 - Saxo5","ENSMUSG00000040340","Saxo5","76406"
"ENSMUSG00000047264 - Zfp358","ENSMUSG00000047264","Zfp358","140482"
"ENSMUSG00000004567 - Mcoln1","ENSMUSG00000004567","Mcoln1","94178"
"ENSMUSG00000004565 - Pnpla6","ENSMUSG00000004565","Pnpla6","50767"
"ENSMUSG00000065952 - Rps23rg1","ENSMUSG00000065952","Rps23rg1","546049"
"ENSMUSG00000044433 - Camsap3","ENSMUSG00000044433","Camsap3","69697"
"ENSMUSG00000019470 - Xab2","ENSMUSG00000019470","Xab2","67439"
"ENSMUSG00000087687 - Pet100","ENSMUSG00000087687","Pet100","100503890"
"ENSMUSG00000004626 - Stxbp2","ENSMUSG00000004626","Stxbp2","20911"
"ENSMUSG00000012705 - Retn","ENSMUSG00000012705","Retn","57264"
"ENSMUSG00000013974 - Mcemp1","ENSMUSG00000013974","Mcemp1","69189"
"ENSMUSG00000089665 - Fcor","ENSMUSG00000089665","Fcor","100503924"
"ENSMUSG00000040236 - Trappc5","ENSMUSG00000040236","Trappc5","66682"
"ENSMUSG00000005540 - Fcer2a","ENSMUSG00000005540","Fcer2a","14128"
"ENSMUSG00000074491 - Clec4g","ENSMUSG00000074491","Clec4g","75863"
"ENSMUSG00000031494 - Cd209a","ENSMUSG00000031494","Cd209a","170786"
"ENSMUSG00000031495 - Cd209d","ENSMUSG00000031495","Cd209d","170779"
"ENSMUSG00000097657 - Gm7389","ENSMUSG00000097657","Gm7389","664888"
"ENSMUSG00000051906 - Cd209f","ENSMUSG00000051906","Cd209f","69142"
"ENSMUSG00000079168 - Cd209g","ENSMUSG00000079168","Cd209g","70192"
"ENSMUSG00000011832 - Evi5l","ENSMUSG00000011832","Evi5l","213027"
"ENSMUSG00000064125 - Prr36","ENSMUSG00000064125","Prr36","73072"
"ENSMUSG00000046589 - Lrrc8e","ENSMUSG00000046589","Lrrc8e","72267"
"ENSMUSG00000002948 - Map2k7","ENSMUSG00000002948","Map2k7","26400"
"ENSMUSG00000089736 - Tgfbr3l","ENSMUSG00000089736","Tgfbr3l","100044509"
"ENSMUSG00000011837 - Snapc2","ENSMUSG00000011837","Snapc2","102209"
"ENSMUSG00000048644 - Ctxn1","ENSMUSG00000048644","Ctxn1","330695"
"ENSMUSG00000002949 - Timm44","ENSMUSG00000002949","Timm44","21856"
"ENSMUSG00000040028 - Elavl1","ENSMUSG00000040028","Elavl1","15568"
"ENSMUSG00000023235 - Ccl25","ENSMUSG00000023235","Ccl25","20300"
"ENSMUSG00000109241 - Gm7434","ENSMUSG00000109241","Gm7434","664977"
"ENSMUSG00000008206 - Cers4","ENSMUSG00000008206","Cers4","67260"
"ENSMUSG00000058748 - Zfp958","ENSMUSG00000058748","Zfp958","233987"
"ENSMUSG00000022322 - Shcbp1","ENSMUSG00000022322","Shcbp1","20419"
"ENSMUSG00000023073 - Slc10a2","ENSMUSG00000023073","Slc10a2","20494"
"ENSMUSG00000109181 - Gm5605","ENSMUSG00000109181","Gm5605","100417643"
"ENSMUSG00000043192 - Gpi-ps","ENSMUSG00000043192","Gpi-ps","669429"
"ENSMUSG00000108932 - Gm31463","ENSMUSG00000108932","Gm31463","102633702"
"ENSMUSG00000001300 - Efnb2","ENSMUSG00000001300","Efnb2","13642"
"ENSMUSG00000040459 - Arglu1","ENSMUSG00000040459","Arglu1","234023"
"ENSMUSG00000109215 - 4930453L07Rik","ENSMUSG00000109215","4930453L07Rik","74688"
"ENSMUSG00000109064 - Gm39128","ENSMUSG00000109064","Gm39128","105243117"
"ENSMUSG00000079157 - Nalf1","ENSMUSG00000079157","Nalf1","270028"
"ENSMUSG00000049717 - Lig4","ENSMUSG00000049717","Lig4","319583"
"ENSMUSG00000040396 - Abhd13","ENSMUSG00000040396","Abhd13","68904"
"ENSMUSG00000031497 - Tnfsf13b","ENSMUSG00000031497","Tnfsf13b","24099"
"ENSMUSG00000039057 - Myo16","ENSMUSG00000039057","Myo16","244281"
"ENSMUSG00000109291 - Gm2814","ENSMUSG00000109291","Gm2814","100040507"
"ENSMUSG00000109089 - 4833411C07Rik","ENSMUSG00000109089","4833411C07Rik","71624"
"ENSMUSG00000038917 - 3930402G23Rik","ENSMUSG00000038917","3930402G23Rik","665306"
"ENSMUSG00000038894 - Irs2","ENSMUSG00000038894","Irs2","384783"
"ENSMUSG00000096938 - 9530052E02Rik","ENSMUSG00000096938","9530052E02Rik","619321"
"ENSMUSG00000031502 - Col4a1","ENSMUSG00000031502","Col4a1","12826"
"ENSMUSG00000031503 - Col4a2","ENSMUSG00000031503","Col4a2","12827"
"ENSMUSG00000031504 - Rab20","ENSMUSG00000031504","Rab20","19332"
"ENSMUSG00000096957 - E230013L22Rik","ENSMUSG00000096957","E230013L22Rik","102132"
"ENSMUSG00000031505 - Naxd","ENSMUSG00000031505","Naxd","69225"
"ENSMUSG00000056228 - Cars2","ENSMUSG00000056228","Cars2","71941"
"ENSMUSG00000045969 - Ing1","ENSMUSG00000045969","Ing1","26356"
"ENSMUSG00000031508 - Ankrd10","ENSMUSG00000031508","Ankrd10","102334"
"ENSMUSG00000031509 - Spaca7b","ENSMUSG00000031509","Spaca7b","76413"
"ENSMUSG00000109933 - Gm7600","ENSMUSG00000109933","Gm7600","665363"
"ENSMUSG00000031511 - Arhgef7","ENSMUSG00000031511","Arhgef7","54126"
"ENSMUSG00000047935 - Sox1ot","ENSMUSG00000047935","Sox1ot","434280"
"ENSMUSG00000010435 - Spaca7","ENSMUSG00000010435","Spaca7","78634"
"ENSMUSG00000000759 - Tubgcp3","ENSMUSG00000000759","Tubgcp3","259279"
"ENSMUSG00000054910 - 4931415C17Rik","ENSMUSG00000054910","4931415C17Rik","70966"
"ENSMUSG00000031441 - Atp11a","ENSMUSG00000031441","Atp11a","50770"
"ENSMUSG00000031442 - Mcf2l","ENSMUSG00000031442","Mcf2l","17207"
"ENSMUSG00000031443 - F7","ENSMUSG00000031443","F7","14068"
"ENSMUSG00000031444 - F10","ENSMUSG00000031444","F10","14058"
"ENSMUSG00000031445 - Proz","ENSMUSG00000031445","Proz","66901"
"ENSMUSG00000038542 - Pcid2","ENSMUSG00000038542","Pcid2","234069"
"ENSMUSG00000031446 - Cul4a","ENSMUSG00000031446","Cul4a","99375"
"ENSMUSG00000031447 - Lamp1","ENSMUSG00000031447","Lamp1","16783"
"ENSMUSG00000038515 - Grtp1","ENSMUSG00000038515","Grtp1","66790"
"ENSMUSG00000038506 - Dcun1d2","ENSMUSG00000038506","Dcun1d2","102323"
"ENSMUSG00000038497 - Tmco3","ENSMUSG00000038497","Tmco3","234076"
"ENSMUSG00000038482 - Tfdp1","ENSMUSG00000038482","Tfdp1","21781"
"ENSMUSG00000031450 - Grk1","ENSMUSG00000031450","Grk1","24013"
"ENSMUSG00000038457 - Tmem255b","ENSMUSG00000038457","Tmem255b","272465"
"ENSMUSG00000031451 - Gas6","ENSMUSG00000031451","Gas6","14456"
"ENSMUSG00000031453 - Rasa3","ENSMUSG00000031453","Rasa3","19414"
"ENSMUSG00000109617 - Gm7669","ENSMUSG00000109617","Gm7669","665516"
"ENSMUSG00000038416 - Cdc16","ENSMUSG00000038416","Cdc16","69957"
"ENSMUSG00000038398 - Upf3a","ENSMUSG00000038398","Upf3a","67031"
"ENSMUSG00000047710 - Champ1","ENSMUSG00000047710","Champ1","101994"
"ENSMUSG00000031458 - Coprs","ENSMUSG00000031458","Coprs","66423"
"ENSMUSG00000038365 - Fbxo25","ENSMUSG00000038365","Fbxo25","66822"
"ENSMUSG00000050052 - Tdrp","ENSMUSG00000050052","Tdrp","72148"
"ENSMUSG00000051978 - Erich1","ENSMUSG00000051978","Erich1","234086"
"ENSMUSG00000026317 - Cln8","ENSMUSG00000026317","Cln8","26889"
"ENSMUSG00000071176 - Arhgef10","ENSMUSG00000071176","Arhgef10","234094"
"ENSMUSG00000055675 - Kbtbd11","ENSMUSG00000055675","Kbtbd11","74901"
"ENSMUSG00000031461 - Myom2","ENSMUSG00000031461","Myom2","17930"
"ENSMUSG00000060924 - Csmd1","ENSMUSG00000060924","Csmd1","94109"
"ENSMUSG00000039842 - Mcph1","ENSMUSG00000039842","Mcph1","244329"
"ENSMUSG00000031465 - Angpt2","ENSMUSG00000031465","Angpt2","11601"
"ENSMUSG00000031467 - Agpat5","ENSMUSG00000031467","Agpat5","52123"
"ENSMUSG00000039814 - Xkr5","ENSMUSG00000039814","Xkr5","319581"
"ENSMUSG00000081094 - Rpl19-ps11","ENSMUSG00000081094","Rpl19-ps11","100041511"
"ENSMUSG00000087153 - Gm6483","ENSMUSG00000087153","Gm6483","624198"
"ENSMUSG00000110669 - Gm10060","ENSMUSG00000110669","Gm10060","100041567"
"ENSMUSG00000096401 - Gm21811","ENSMUSG00000096401","Gm21811","101056094"
"ENSMUSG00000110637 - Gm7807","ENSMUSG00000110637","Gm7807","665822"
"ENSMUSG00000095403 - Gm21092","ENSMUSG00000095403","Gm21092","100861634"
"ENSMUSG00000082976 - Gm15056","ENSMUSG00000082976","Gm15056","100504014"
"ENSMUSG00000074447 - Defa21","ENSMUSG00000074447","Defa21","66298"
"ENSMUSG00000074446 - Defa23","ENSMUSG00000074446","Defa23","497114"
"ENSMUSG00000061845 - Defa35","ENSMUSG00000061845","Defa35","100041688"
"ENSMUSG00000085898 - Gm6689","ENSMUSG00000085898","Gm6689","626605"
"ENSMUSG00000061958 - Defa38","ENSMUSG00000061958","Defa38","634825"
"ENSMUSG00000074444 - Defa30","ENSMUSG00000074444","Defa30","100038927"
"ENSMUSG00000074443 - Defa22","ENSMUSG00000074443","Defa22","382059"
"ENSMUSG00000079116 - Defa41","ENSMUSG00000079116","Defa41","100041759"
"ENSMUSG00000074441 - Defa40","ENSMUSG00000074441","Defa40","100041787"
"ENSMUSG00000074440 - Defa3","ENSMUSG00000074440","Defa3","13237"
"ENSMUSG00000074439 - Defa5","ENSMUSG00000074439","Defa5","13239"
"ENSMUSG00000074437 - Defa29","ENSMUSG00000074437","Defa29","13218"
"ENSMUSG00000096295 - Defa2","ENSMUSG00000096295","Defa2","100294660"
"ENSMUSG00000094662 - Defa36","ENSMUSG00000094662","Defa36","100862126"
"ENSMUSG00000074436 - Defa-ps18","ENSMUSG00000074436","Defa-ps18","100041843"
"ENSMUSG00000095066 - Defa20","ENSMUSG00000095066","Defa20","68009"
"ENSMUSG00000094818 - Defa32","ENSMUSG00000094818","Defa32","100041890"
"ENSMUSG00000074434 - Defa28","ENSMUSG00000074434","Defa28","626682"
"ENSMUSG00000060070 - Defa26","ENSMUSG00000060070","Defa26","626708"
"ENSMUSG00000060208 - Defa17","ENSMUSG00000060208","Defa17","23855"
"ENSMUSG00000063206 - Defa34","ENSMUSG00000063206","Defa34","100041952"
"ENSMUSG00000095813 - Defa-ps1","ENSMUSG00000095813","Defa-ps1","727720"
"ENSMUSG00000058618 - Defa39","ENSMUSG00000058618","Defa39","382000"
"ENSMUSG00000064213 - Defa24","ENSMUSG00000064213","Defa24","503491"
"ENSMUSG00000006567 - Atp7b","ENSMUSG00000006567","Atp7b","11979"
"ENSMUSG00000063362 - Alg11","ENSMUSG00000063362","Alg11","207958"
"ENSMUSG00000037738 - Nek5","ENSMUSG00000037738","Nek5","330721"
"ENSMUSG00000031478 - Nek3","ENSMUSG00000031478","Nek3","23954"
"ENSMUSG00000037725 - Ckap2","ENSMUSG00000037725","Ckap2","80986"
"ENSMUSG00000031479 - Vps36","ENSMUSG00000031479","Vps36","70160"
"ENSMUSG00000031480 - Thsd1","ENSMUSG00000031480","Thsd1","56229"
"ENSMUSG00000031481 - Tpte","ENSMUSG00000031481","Tpte","234129"
"ENSMUSG00000031482 - Slc25a15","ENSMUSG00000031482","Slc25a15","18408"
"ENSMUSG00000099825 - 1810012K16Rik","ENSMUSG00000099825","1810012K16Rik","69108"
"ENSMUSG00000031533 - Mrps31","ENSMUSG00000031533","Mrps31","57312"
"ENSMUSG00000031534 - Smim19","ENSMUSG00000031534","Smim19","102032"
"ENSMUSG00000037656 - Slc20a2","ENSMUSG00000037656","Slc20a2","20516"
"ENSMUSG00000008892 - Vdac3","ENSMUSG00000008892","Vdac3","22335"
"ENSMUSG00000031535 - Dkk4","ENSMUSG00000031535","Dkk4","234130"
"ENSMUSG00000031536 - Polb","ENSMUSG00000031536","Polb","18970"
"ENSMUSG00000031537 - Ikbkb","ENSMUSG00000031537","Ikbkb","16150"
"ENSMUSG00000031538 - Plat","ENSMUSG00000031538","Plat","18791"
"ENSMUSG00000031539 - Ap3m2","ENSMUSG00000031539","Ap3m2","64933"
"ENSMUSG00000031540 - Kat6a","ENSMUSG00000031540","Kat6a","244349"
"ENSMUSG00000031543 - Ank1","ENSMUSG00000031543","Ank1","11733"
"ENSMUSG00000086741 - Gm15816","ENSMUSG00000086741","Gm15816","101056408"
"ENSMUSG00000063672 - Nkx6-3","ENSMUSG00000063672","Nkx6-3","74561"
"ENSMUSG00000031545 - Gpat4","ENSMUSG00000031545","Gpat4","102247"
"ENSMUSG00000031546 - Gins4","ENSMUSG00000031546","Gins4","109145"
"ENSMUSG00000015341 - Golga7","ENSMUSG00000015341","Golga7","57437"
"ENSMUSG00000031548 - Sfrp1","ENSMUSG00000031548","Sfrp1","20377"
"ENSMUSG00000037492 - Zmat4","ENSMUSG00000037492","Zmat4","320158"
"ENSMUSG00000056313 - Tcim","ENSMUSG00000056313","Tcim","69068"
"ENSMUSG00000031549 - Ido2","ENSMUSG00000031549","Ido2","209176"
"ENSMUSG00000031551 - Ido1","ENSMUSG00000031551","Ido1","15930"
"ENSMUSG00000031552 - Adam18","ENSMUSG00000031552","Adam18","13524"
"ENSMUSG00000031553 - Adam3","ENSMUSG00000031553","Adam3","11497"
"ENSMUSG00000031554 - Adam5","ENSMUSG00000031554","Adam5","11499"
"ENSMUSG00000037437 - Adam32","ENSMUSG00000037437","Adam32","353188"
"ENSMUSG00000031555 - Adam9","ENSMUSG00000031555","Adam9","11502"
"ENSMUSG00000031556 - Tm2d2","ENSMUSG00000031556","Tm2d2","69742"
"ENSMUSG00000037406 - Htra4","ENSMUSG00000037406","Htra4","330723"
"ENSMUSG00000031557 - Plekha2","ENSMUSG00000031557","Plekha2","83436"
"ENSMUSG00000065954 - Tacc1","ENSMUSG00000065954","Tacc1","320165"
"ENSMUSG00000110140 - 5430421F17Rik","ENSMUSG00000110140","5430421F17Rik","74489"
"ENSMUSG00000074412 - Gm10689","ENSMUSG00000074412","Gm10689","100113396"
"ENSMUSG00000031565 - Fgfr1","ENSMUSG00000031565","Fgfr1","14182"
"ENSMUSG00000037363 - Letm2","ENSMUSG00000037363","Letm2","270035"
"ENSMUSG00000054823 - Nsd3","ENSMUSG00000054823","Nsd3","234135"
"ENSMUSG00000031570 - Plpp5","ENSMUSG00000031570","Plpp5","71910"
"ENSMUSG00000061313 - Ddhd2","ENSMUSG00000061313","Ddhd2","72108"
"ENSMUSG00000091514 - Gm17484","ENSMUSG00000091514","Gm17484","100503003"
"ENSMUSG00000037316 - Bag4","ENSMUSG00000037316","Bag4","67384"
"ENSMUSG00000037296 - Lsm1","ENSMUSG00000037296","Lsm1","67207"
"ENSMUSG00000031574 - Star","ENSMUSG00000031574","Star","20845"
"ENSMUSG00000031575 - Ash2l","ENSMUSG00000031575","Ash2l","23808"
"ENSMUSG00000031576 - Kcnu1","ENSMUSG00000031576","Kcnu1","16532"
"ENSMUSG00000037260 - Hgsnat","ENSMUSG00000037260","Hgsnat","52120"
"ENSMUSG00000037251 - Pomk","ENSMUSG00000037251","Pomk","74653"
"ENSMUSG00000015994 - Fnta","ENSMUSG00000015994","Fnta","14272"
"ENSMUSG00000037234 - Hook3","ENSMUSG00000037234","Hook3","320191"
"ENSMUSG00000013878 - Rnf170","ENSMUSG00000013878","Rnf170","77733"
"ENSMUSG00000037214 - Thap1","ENSMUSG00000037214","Thap1","73754"
"ENSMUSG00000100335 - 2310008N11Rik","ENSMUSG00000100335","2310008N11Rik","72316"
"ENSMUSG00000085795 - Zfp703","ENSMUSG00000085795","Zfp703","353310"
"ENSMUSG00000031483 - Erlin2","ENSMUSG00000031483","Erlin2","244373"
"ENSMUSG00000031485 - Plpbp","ENSMUSG00000031485","Plpbp","114863"
"ENSMUSG00000031486 - Adgra2","ENSMUSG00000031486","Adgra2","78560"
"ENSMUSG00000031487 - Brf2","ENSMUSG00000031487","Brf2","66653"
"ENSMUSG00000031488 - Rab11fip1","ENSMUSG00000031488","Rab11fip1","75767"
"ENSMUSG00000031489 - Adrb3","ENSMUSG00000031489","Adrb3","11556"
"ENSMUSG00000031490 - Eif4ebp1","ENSMUSG00000031490","Eif4ebp1","13685"
"ENSMUSG00000098056 - Gm8100","ENSMUSG00000098056","Gm8100","666430"
"ENSMUSG00000063626 - Unc5d","ENSMUSG00000063626","Unc5d","210801"
"ENSMUSG00000039661 - Dusp26","ENSMUSG00000039661","Dusp26","66959"
"ENSMUSG00000039328 - Rnf122","ENSMUSG00000039328","Rnf122","68867"
"ENSMUSG00000031577 - Tti2","ENSMUSG00000031577","Tti2","234138"
"ENSMUSG00000031578 - Mak16","ENSMUSG00000031578","Mak16","67920"
"ENSMUSG00000046152 - Fut10","ENSMUSG00000046152","Fut10","171167"
"ENSMUSG00000062991 - Nrg1","ENSMUSG00000062991","Nrg1","211323"
"ENSMUSG00000031583 - Wrn","ENSMUSG00000031583","Wrn","22427"
"ENSMUSG00000049184 - Purg","ENSMUSG00000049184","Purg","75029"
"ENSMUSG00000009628 - Tex15","ENSMUSG00000009628","Tex15","104271"
"ENSMUSG00000009630 - Ppp2cb","ENSMUSG00000009630","Ppp2cb","19053"
"ENSMUSG00000052906 - Ubxn8","ENSMUSG00000052906","Ubxn8","108159"
"ENSMUSG00000031584 - Gsr","ENSMUSG00000031584","Gsr","14782"
"ENSMUSG00000031585 - Gtf2e2","ENSMUSG00000031585","Gtf2e2","68153"
"ENSMUSG00000031586 - Rbpms","ENSMUSG00000031586","Rbpms","19663"
"ENSMUSG00000031516 - Dctn6","ENSMUSG00000031516","Dctn6","22428"
"ENSMUSG00000063412 - Erhrt-ps","ENSMUSG00000063412","Erhrt-ps","100042777"
"ENSMUSG00000071113 - Mboat4","ENSMUSG00000071113","Mboat4","234155"
"ENSMUSG00000031513 - Leprotl1","ENSMUSG00000031513","Leprotl1","68192"
"ENSMUSG00000031532 - Saraf","ENSMUSG00000031532","Saraf","67887"
"ENSMUSG00000100605 - Gm29243","ENSMUSG00000100605","Gm29243","102636691"
"ENSMUSG00000056797 - Gm4889","ENSMUSG00000056797","Gm4889","108167567"
"ENSMUSG00000109819 - B930018H19Rik","ENSMUSG00000109819","B930018H19Rik","330734"
"ENSMUSG00000031530 - Dusp4","ENSMUSG00000031530","Dusp4","319520"
"ENSMUSG00000031529 - Tnks","ENSMUSG00000031529","Tnks","21951"
"ENSMUSG00000046794 - Ppp1r3b","ENSMUSG00000046794","Ppp1r3b","244416"
"ENSMUSG00000031527 - Eri1","ENSMUSG00000031527","Eri1","67276"
"ENSMUSG00000097357 - Gm16793","ENSMUSG00000097357","Gm16793","100504714"
"ENSMUSG00000070056 - Mfhas1","ENSMUSG00000070056","Mfhas1","52065"
"ENSMUSG00000109714 - Gm35021","ENSMUSG00000109714","Gm35021","102638463"
"ENSMUSG00000109372 - Gm19410","ENSMUSG00000109372","Gm19410","100502846"
"ENSMUSG00000055976 - Cldn23","ENSMUSG00000055976","Cldn23","71908"
